SalesId,SalesDate,SalesChannel,SalesLocation,CustomerId,CustomerName,ProductId,ProductName,UnitPrice,Quantity,ProductCategory,SalesRepresentativeId,SaleStatus,SalesPostalCode,,,
317,16/09/2023,Retail,Madrid,ee638cd1-642e-4689-95c3-8ca877a1e1d1,,6,Board Game,23.99,8,Entretainment,21-2099840,Shipped,28012,,,
318,15/05/2023,Retail,Barcelona,98451fba-a4bf-457f-82d5-4ba1dff72c09,Alyse Begent,1,TV,532.9,8,Technology,42-3506115,Shipped,08025,,,
319,18/02/2023,Retail,Barcelona,4af379f2-b60e-4281-a967-b98cb1747f24,Stevena Barfield,1,TV,532.9,8,Technology,69-2122395,Delivered,08025,,,
320,14/07/2023,Retail,Barcelona,ae6ba678-c8be-4d99-83bc-1e5bec7225c4,Elsworth Mompesson,10,Clothes,25.99,7,Clothes,52-7179164,Confirmed,08025,,,
321,16/10/2023,Retail,Barcelona,d280a251-12f3-4686-803c-665baffb339f,Raeann Perulli,10,Clothes,25.99,6,Clothes,71-3571559,Delivered,08025,,,
322,26/11/2023,Retail,Barcelona,723fdd8e-2ef6-419e-9a92-f521ff8b2403,Zebulon Dilley,4,Computer,1503.5,8,Technology,88-7289144,On-Site,08025,,,
323,23/08/2023,Retail,Madrid,c8779a33-26f3-45e6-a59c-49ab0bdb09d6,Corbet Saltsberg,8,Food,15.65,12,Food & Drinks,09-7462814,On-Site,28012,,,
324,24/07/2023,Retail,Madrid,7569d250-e891-4af4-b6b9-7f7855fc8095,Udell Kliment,7,CD,40,9,Entretainment,66-9267573,Shipped,28012,,,
325,08/04/2023,Retail,Palma de Mallorca,eacd2f8e-3011-43b5-9018-fe62c59f56fd,Ranique Chatteris,4,Computer,1503.5,10,Technology,10-1136380,Confirmed,07005,,,
326,06/08/2023,Retail,Madrid,,Benjie Linneman,10,Clothes,25.99,8,Clothes,58-2286166,Confirmed,28012,,,
327,29/04/2023,Retail,Barcelona,fafeb076-0545-4565-ac82-2a22cec8eef2,Casandra Wattinham,3,Phone,630.75,9,Technology,99-2117272,Confirmed,08025,,,
328,04/12/2023,Retail,Madrid,e7bc6fa3-3014-4f51-98a7-01af6eaa4bc0,Vita Hamman,5,Videogame,50,9,Entretainment,35-4681559,On-Site,28012,,,
329,03/10/2023,Retail,Sevilla,6b0fb4fa-0ba7-49ca-b56b-32b60e3108da,Consalve Hatherleigh,10,Clothes,25.99,11,Clothes,97-9169034,Delivered,41011,,,
330,14/10/2023,Retail,Valencia,,,10,Clothes,25.99,3,Clothes,66-8702647,Delivered,46007,,,
331,16/08/2023,Retail,Sevilla,c51bb80e-9948-4d9b-8af5-a26a695002b0,Welch Stronough,8,Food,15.65,14,Food & Drinks,92-2111039,Delivered,41011,,,
332,21/07/2023,Retail,Madrid,87b23864-bd98-4cb8-a078-8b9e5bd0df48,Pearla Guinery,8,Food,15.65,1,Food & Drinks,84-6060041,Delivered,28012,,,
333,08/07/2023,Retail,Madrid,4e31c696-7152-4319-8056-93076d4892e4,Silva Stangoe,10,Clothes,25.99,7,Clothes,09-6066712,Confirmed,28012,,,
334,06/07/2023,Retail,Madrid,0f8eb597-8a6f-439c-8176-4d5161c9f0c2,Mickie Haslegrave,6,Board Game,23.99,13,Entretainment,55-2681980,On-Site,28012,,,
335,04/02/2023,Retail,Barcelona,29f09b3d-a152-4c45-b35a-5eb67024d65a,Leland Radoux,6,Board Game,23.99,10,Entretainment,01-6742623,Confirmed,08025,,,
336,15/07/2023,Retail,Madrid,2b0c7377-7a9d-4d7a-9aeb-6e3b53389739,Valera Whitcher,2,Headphones,90,1,Technology,16-3820613,Confirmed,28012,,,
337,04/06/2023,Retail,Palma de Mallorca,1accac48-d843-4aa3-9021-11619e9e34db,Dacy Minter,8,Food,15.65,13,Food & Drinks,41-3683836,Delivered,07005,,,
338,06/11/2023,Retail,Madrid,3d548014-b29f-454b-9fed-1eaea2b4c2f3,Merle Marquess,3,Phone,630.75,4,Technology,12-1819026,Shipped,28012,,,
339,13/07/2023,Retail,Barcelona,495588e9-36b1-40a8-b377-dde5b0e6d803,Aleta McKibbin,3,Phone,630.75,3,Technology,21-4806301,Confirmed,08025,,,
340,02/12/2023,Retail,Sevilla,0090b65d-78ba-45a5-94d6-cab7a12e1d88,Ashlee Drugan,8,Food,15.65,9,Food & Drinks,88-9043703,Delivered,41011,,,
341,22/02/2023,Retail,Palma de Mallorca,1d1dedd6-a029-4fa3-938f-c8bc191906dd,Madalyn Espinet,10,Clothes,25.99,6,Clothes,,On-Site,07005,,,
342,14/12/2023,Retail,Barcelona,3ed95ae4-a665-44f6-ac91-d0c3c9ef2a53,Ebenezer Lowcock,8,Food,15.65,14,Food & Drinks,14-5954806,Delivered,08025,,,
343,14/09/2023,Retail,Barcelona,,Ileane Scarsbrick,1,TV,532.9,14,Technology,80-5634614,Delivered,08025,,,
344,08/06/2023,Retail,Madrid,dd007b5f-e954-42ff-ab7a-377b520fe51b,Daryl Howford,9,Drinks,5.5,14,Food & Drinks,84-1791652,Delivered,28012,,,
345,03/12/2023,Retail,Sevilla,5a3ae2f9-bde4-41e8-9f59-111be86a5cd9,,10,Clothes,25.99,1,Clothes,09-5598530,Delivered,41011,,,
346,23/11/2023,Retail,Valencia,d6e52e5e-5187-4f6c-a128-10b331c5633f,Patti Gunderson,9,Drinks,5.5,9,Food & Drinks,43-8100513,On-Site,46007,,,
347,24/12/2023,Retail,Madrid,9e449251-8329-45ab-955c-03d14417d4af,Brigham Cordelette,8,Food,15.65,12,Food & Drinks,10-4206474,On-Site,28012,,,
348,18/10/1923,Retail,Madrid,9eeb70ed-7bcb-476b-8d55-248ee37b3e81,Rozalin Charle,3,Phone,630.75,13,Technology,31-8828750,Confirmed,28012,,,
349,23/03/2023,Retail,,ef9be672-8fd0-4460-9f4f-119d45a872cf,Joel Coast,10,Clothes,25.99,15,Clothes,95-3283002,Delivered,,,,
350,30/03/2023,Retail,Barcelona,67361043-5b9d-40f7-a20a-ecca793bf0a8,Carolin Macrae,3,Phone,630.75,1,Technology,46-9753762,Shipped,08025,,,
351,17/02/2023,Retail,Madrid,34b092a7-9bc2-4699-b65a-4a1fe01cb116,Anton Whiffen,2,Headphones,90,8,Technology,57-3174634,Shipped,28012,,,
352,15/07/2023,Retail,Barcelona,,Tiphanie Wiggin,5,Videogame,50,11,Entretainment,53-4811122,Confirmed,08025,,,
353,24/03/2023,Retail,Madrid,2c0485a4-6bb7-46e5-a319-fc48f4ddb764,Dulci Loftus,3,Phone,630.75,13,Technology,50-7074589,Shipped,28012,,,
354,16/10/2023,Retail,Sevilla,b43f8cac-0ff6-4e08-9f03-b4a60a8c38ef,Llewellyn Manifold,4,Computer,1503.5,7,Technology,,Confirmed,41011,,,
355,31/05/2023,Retail,Valencia,aa4a582a-a34d-46c4-98d7-b59e65716398,Max Holdworth,3,Phone,630.75,2,Technology,57-6738596,Delivered,46007,,,
356,21/03/2023,Retail,Sevilla,343f3d5d-75d6-4705-9924-878236d0375f,Crin Boow,5,Videogame,50,3,Entretainment,65-9666974,On-Site,41011,,,
357,12/09/2023,Retail,Madrid,b2137d00-527f-487f-82b9-df4fe19a962b,Paige Garriock,7,CD,40,12,Entretainment,45-3385781,On-Site,28012,,,
358,02/03/2023,Retail,Sevilla,bf2935da-85c8-4e37-91ec-a84daac67982,Temple MacCallister,3,Phone,630.75,12,Technology,89-5398443,On-Site,41011,,,
359,28/02/2023,Retail,Valencia,f33bd0b7-7fd8-4769-88c3-2ab27e9541d0,Aymer Mowatt,9,Drinks,5.5,3,Food & Drinks,97-8836229,On-Site,46007,,,
360,21/07/2023,Retail,Barcelona,4fea1e0d-eec8-48a2-bebd-06d321010edc,Lettie Penquet,9,Drinks,5.5,6,Food & Drinks,47-4179844,Shipped,08025,,,
361,23/06/2023,Retail,Valencia,b95a35e5-b5b8-499d-91b4-6e8c6e772b53,Tyson Faiers,2,Headphones,90,5,Technology,82-6932479,On-Site,46007,,,
362,26/11/2023,Retail,Palma de Mallorca,7695640c-7ee8-4a54-af1b-7c05f089558c,Dory Jacobssen,6,Board Game,23.99,3,Entretainment,50-4620364,Delivered,07005,,,
363,11/11/2023,Retail,Barcelona,999da89e-168d-4d1d-a7c1-8ab0d5a598b3,Pavlov Jancso,2,Headphones,90,3,Technology,35-2348995,On-Site,08025,,,
364,23/07/2023,Retail,Valencia,d04953a0-4ce0-4060-a352-2c8e2ee40c5f,Freddie Bladder,3,Phone,630.75,5,Technology,,Confirmed,46007,,,
365,11/05/2023,Retail,Madrid,2f17ab78-dbdb-4b8a-8aa2-5a0fb9833642,Kimbell Blakeman,10,Clothes,25.99,1,Clothes,95-0916568,Shipped,28012,,,
366,26/03/2023,Retail,Madrid,,Mikael Weippert,3,Phone,630.75,1,Technology,,Confirmed,28012,,,
367,13/09/2023,Retail,Sevilla,c0e7d618-f11c-4852-b78c-f1ea76aa4ba5,Nicole Treagust,3,Phone,630.75,2,Technology,49-7784247,Shipped,41011,,,
368,30/11/2023,Retail,Barcelona,8481a2d0-8337-4c57-b3c5-01b0553291ac,Efren McCuis,8,Food,15.65,8,Food & Drinks,22-2770914,Confirmed,08025,,,
369,17/10/2023,Retail,Valencia,5463e6d4-239a-4e5d-8f97-d99ed0a848e3,Gary Roussell,8,Food,15.65,11,Food & Drinks,91-0971209,Delivered,46007,,,
370,25/05/2023,Retail,Sevilla,87f2b390-b83f-437c-a2e6-9b80c29537f8,Jackie Hawford,6,Board Game,23.99,2,Entretainment,64-2141624,Delivered,41011,,,
371,30/12/2023,Retail,Madrid,989bd764-280c-426b-b882-f278467a9510,Sonni Gladwish,5,Videogame,50,9,Entretainment,20-4478024,Confirmed,28012,,,
372,11/08/2023,Retail,Madrid,82cff547-0998-4cca-891c-0cbe510c3a81,,10,Clothes,25.99,13,Clothes,29-0342264,Shipped,28012,,,
373,12/01/2023,Retail,Madrid,8c884d7e-9173-4434-9021-8eabf6e12222,Myrta Fathers,6,Board Game,23.99,10,Entretainment,31-3603599,Delivered,28012,,,
374,02/01/2023,Retail,Barcelona,41a1affa-2966-4e78-a784-4a355b1ebaf7,Wakefield Mallalieu,1,TV,532.9,15,Technology,17-9315832,,08025,,,
375,05/10/2023,Retail,Barcelona,d58e8943-8be2-4969-a291-65b043f55c73,Carleton Inker,2,Headphones,90,5,Technology,21-5458419,Confirmed,08025,,,
376,20/11/2023,Retail,Sevilla,c833495a-e359-49d1-ac4a-4150790e9af2,Davey Brede,3,Phone,630.75,4,Technology,,Shipped,41011,,,
377,03/06/2023,Retail,Barcelona,72dcc398-ba37-4787-8880-ec8c0f83e815,Marleen Galway,10,Clothes,25.99,8,Clothes,22-9497799,On-Site,08025,,,
378,21/04/2023,Retail,Madrid,ab8a05ac-57d9-455d-bdd6-ce26899d9693,Nichols Kittredge,4,Computer,1503.5,2,Technology,32-5713190,On-Site,28012,,,
379,02/06/2023,Retail,Madrid,36f11704-f251-4c64-b006-85fe5c8327dc,Elsworth Feron,6,Board Game,23.99,11,Entretainment,09-0818280,On-Site,28012,,,
380,28/08/2023,Retail,Madrid,30070d60-b7fb-4ffd-83ef-4aa8e38e713f,Cyndia Sunley,4,Computer,1503.5,12,Technology,27-9247221,On-Site,28012,,,
381,28/08/2023,Retail,Valencia,,Dall Burris,9,Drinks,5.5,6,Food & Drinks,75-2905848,Shipped,46007,,,
382,19/09/2023,Retail,Palma de Mallorca,475d4501-6b48-4348-b023-b93fd5c17c2d,Fayre Rout,6,Board Game,23.99,2,Entretainment,,Shipped,07005,,,
383,24/09/2023,Retail,Madrid,e871c9f6-3564-40d1-a015-2f3486ce113c,Herminia Hathaway,3,Phone,630.75,13,Technology,87-9049491,On-Site,28012,,,
384,12/02/2023,Retail,Barcelona,5a79102a-1908-45d9-a35d-80abf14ba7e6,Al Dorin,10,Clothes,25.99,9,Clothes,85-4281956,Confirmed,08025,,,
385,05/03/2023,Retail,Madrid,8476e065-7cf1-4b16-813e-a8fda1d8b1c4,Hussein Presman,7,CD,40,1,Entretainment,15-2912353,Delivered,28012,,,
386,03/11/2023,Retail,Valencia,24eb3d0a-a274-4d53-b03e-59055e98bdc2,Susy Lismer,5,Videogame,50,7,Entretainment,89-3617660,Confirmed,46007,,,
387,03/11/2023,Retail,Palma de Mallorca,68e2bc99-5863-4ab8-ad01-eacbf32d8536,Dunn Quainton,9,Drinks,5.5,13,Food & Drinks,49-6206150,Confirmed,07005,,,
388,24/07/2023,Retail,Madrid,62872303-38c0-468b-b3c0-a3b3f001b1b7,Sorcha Rowsell,7,CD,40,3,Entretainment,37-0500532,Shipped,28012,,,
389,04/01/2023,Retail,Valencia,b9317815-73f4-4f9e-9efa-f2fcaad93d4e,Finlay Wickersley,3,Phone,630.75,6,Technology,71-6547447,Delivered,46007,,,
390,16/01/2023,Retail,Madrid,4a9a4219-fad9-4117-b036-ec95830f21b7,Ambrosius Brigden,5,Videogame,50,12,Entretainment,53-0668524,Shipped,28012,,,
391,20/02/2023,Retail,Madrid,d8e76588-201e-4642-8eea-13c5d51748bf,Merrel Tapson,5,Videogame,50,7,Entretainment,,Confirmed,28012,,,
392,17/12/2023,Retail,Madrid,4cb7dcee-4660-4125-8ed1-d520e8a2e16e,Egor Keable,3,Phone,630.75,5,Technology,91-5640837,Confirmed,28012,,,
393,04/07/2023,Retail,Palma de Mallorca,8024ff0b-c2bb-4252-8f98-69b8256358b8,Clea Wallbank,6,Board Game,23.99,7,Entretainment,20-8162914,Delivered,07005,,,
394,15/02/2023,Retail,Valencia,8fb5c052-cc32-458c-bc55-f92b103c58cf,Jessica Cornils,8,Food,15.65,5,Food & Drinks,95-4539352,On-Site,46007,,,
395,15/07/2023,Retail,Barcelona,cd795668-7473-45e8-a39a-6e068b146442,Luca Markie,8,Food,15.65,7,Food & Drinks,04-2175679,Shipped,08025,,,
396,24/06/2023,Retail,Barcelona,d46a94d0-e6f3-4f53-bfa6-dbade08e1d69,Trista Rubica,9,Drinks,5.5,8,Food & Drinks,81-3344002,On-Site,08025,,,
397,02/10/2023,Retail,Madrid,5d7fc08a-b0bf-4b3d-bc94-81ef9dabbbd8,Lyndsie Menel,1,TV,532.9,12,Technology,79-3995236,Confirmed,28012,,,
398,27/09/2023,Retail,,10f473ee-7bb3-4983-b424-ee7ec0edcaa9,Tybi Degoy,4,Computer,1503.5,1,Technology,15-9714011,On-Site,,,,
399,29/07/2023,Retail,Palma de Mallorca,e23ac186-ccb2-4780-8b6b-8e856050aab4,Ivette Brislawn,9,Drinks,5.5,14,Food & Drinks,52-4401515,,07005,,,
400,12/01/2023,Retail,Madrid,3304eab0-5ae0-4742-be28-2c25884ec6ad,Gabie Polye,1,TV,532.9,13,Technology,54-7823154,Confirmed,28012,,,
401,17/11/2023,Retail,Valencia,c8ab0f49-a095-4732-96ce-3faaca7f77f1,Hilario Mushart,4,Computer,1503.5,13,Technology,00-4480997,On-Site,46007,,,
402,09/12/2023,Retail,Palma de Mallorca,8af9a0f1-7de1-4d18-817e-d45fc9993768,Glenn Swoffer,10,Clothes,25.99,11,Clothes,57-6500689,On-Site,07005,,,
403,22/10/2023,Retail,Madrid,2b00d670-dbe6-4b96-99d1-f1496ed74ad6,Aleksandr Gaynor,3,Phone,630.75,13,Technology,72-0435190,Delivered,28012,,,
404,08/01/2023,Retail,Madrid,e5f42fc4-8ddf-4fe0-8f27-9dc0b119bfa4,,3,Phone,630.75,15,Technology,52-0507967,On-Site,28012,,,
405,23/03/2023,Retail,Madrid,39272fac-60c1-4c68-83d7-8dfa41538ff1,Araldo Gorvin,8,Food,15.65,15,Food & Drinks,28-1027557,Confirmed,28012,,,
406,24/05/2023,Retail,Madrid,b41a767d-edf6-4c72-b36a-47543b3463a3,Gaspar Stilgoe,3,Phone,630.75,12,Technology,41-9466666,On-Site,28012,,,
407,20/06/2023,Retail,Barcelona,835c624a-de53-471d-83a6-dba279b51202,Nevsa Serridge,4,Computer,1503.5,10,Technology,28-2634967,On-Site,08025,,,
408,07/11/2023,Retail,Madrid,b459b6fc-0c49-4882-9cff-1555a20d85d8,Gaspard Merigot,10,Clothes,25.99,11,Clothes,26-5963295,Shipped,28012,,,
409,12/08/2023,Retail,Sevilla,89cb6843-7c8e-489a-bd19-0d352e70a038,Urbanus Nickoles,10,Clothes,25.99,6,Clothes,04-2800421,Delivered,41011,,,
410,06/03/2023,Retail,Sevilla,5d7d2216-fcec-4055-af09-971e4f27ef52,Hester Terrans,2,Headphones,90,11,Technology,14-7666370,Shipped,41011,,,
411,29/03/2023,Retail,Madrid,91c2c136-588e-4fd2-a41f-5eb58c289b64,Keely Oppy,10,Clothes,25.99,7,,95-8284975,On-Site,28012,,,
412,26/07/2023,Retail,Valencia,3a366286-a9cb-4764-923f-3f825fd9500b,Roanne Manginot,3,Phone,630.75,1,Technology,80-1292283,Shipped,46007,,,
413,28/02/2023,Retail,Valencia,2941393f-3b07-4a5c-8309-9c957f7190a5,Karel Esplin,10,Clothes,25.99,1,Clothes,77-0382623,Delivered,46007,,,
414,18/09/2023,Retail,Barcelona,dd1bf77f-fa0d-4b0e-b382-e75c67f7e37f,Judi Chopping,3,Phone,630.75,11,Technology,76-8206134,On-Site,08025,,,
415,21/10/2023,Retail,Barcelona,09cb47c7-2124-46da-a193-0b93a9123aa6,Electra Leedes,6,Board Game,23.99,11,Entretainment,21-6734196,Delivered,08025,,,
416,25/07/2023,Retail,Palma de Mallorca,82222c14-9648-49c5-9be7-318856685600,Gillie Di Carlo,1,TV,532.9,7,Technology,31-0371629,On-Site,07005,,,
417,06/06/2023,Retail,Madrid,3eebc4e5-7050-4476-8a35-6e3e113a7451,Pierce Daulton,6,Board Game,23.99,9,Entretainment,69-5290517,Delivered,28012,,,
418,26/12/2023,Retail,Sevilla,9b506df2-01f1-4856-b306-c112aae4c77d,Jaclin Ahrendsen,2,Headphones,90,9,Technology,51-0513504,Shipped,41011,,,
419,11/04/2023,Retail,Valencia,e6bb38e6-3f4e-4085-99f7-c8e608d38b0f,Zola Origin,6,Board Game,23.99,4,Entretainment,63-3246865,On-Site,46007,,,
420,21/12/2023,Retail,Palma de Mallorca,b12d4aff-d7e3-4a91-8e82-d6ff049897b7,Rafaela Phippen,10,Clothes,25.99,6,Clothes,88-0418314,Confirmed,07005,,,
421,03/04/2023,Retail,Barcelona,35f7047e-68fd-4f04-9e30-9703f3c49edc,Allie Janecki,2,Headphones,90,6,Technology,27-6619378,On-Site,08025,,,
422,26/06/2023,Retail,Madrid,0e0131fb-695a-49a5-8955-754a9ef17102,Aeriel Cruce,3,Phone,630.75,14,Technology,10-7670454,Delivered,28012,,,
423,22/02/2023,Retail,Barcelona,90f8f431-a81a-4c54-8952-5c7ce474caeb,Patience Keays,10,Clothes,25.99,7,Clothes,66-4165678,Shipped,08025,,,
424,28/05/2023,Retail,Barcelona,c08e174d-a280-43da-84f3-afe1c328f507,Nancey Durn,2,Headphones,90,12,Technology,12-2172762,Delivered,08025,,,
425,13/06/2023,Retail,Barcelona,7c522c47-b04a-47b9-b47b-cb7cd93d849b,Willow Somner,3,Phone,630.75,1,Technology,70-7427824,Shipped,08025,,,
426,25/11/2023,Retail,Madrid,4dd88890-4f3d-499a-a122-a41fd9348068,Marti Tather,3,Phone,630.75,9,Technology,,Confirmed,28012,,,
427,07/12/2023,Retail,Madrid,b831be62-0b3a-40dd-a184-bef2546fbf80,Hilton Yole,4,Computer,1503.5,12,Technology,,Confirmed,28012,,,
428,07/08/2023,Retail,Madrid,895679b1-3050-4ced-92ec-8424ab61c391,Gael Byrth,8,Food,15.65,1,Food & Drinks,67-8929815,Delivered,28012,,,
429,18/05/2023,Retail,Madrid,1a0cae24-19ad-49cd-94ba-c89f43ac4f18,Philip Chiverstone,,,,10,Entretainment,91-1702153,Confirmed,28012,,,
430,17/01/2023,Retail,Barcelona,43d1fc0f-5140-4d00-baa5-c303b560b7a0,Rodrique Shitliff,10,Clothes,25.99,8,Clothes,45-2918546,Delivered,08025,,,
431,05/12/2023,Retail,Madrid,ec211eb9-2d5e-4b98-9040-abe489eccea1,Eddie Ivanyutin,9,Drinks,5.5,4,Food & Drinks,38-8137559,Shipped,28012,,,
432,24/02/2023,Retail,Valencia,9de80837-5b66-49b8-8740-9b3f990b92f4,,10,Clothes,25.99,6,,31-0709276,Shipped,46007,,,
433,29/08/2023,Retail,Palma de Mallorca,9545b508-03ed-4aeb-9ad4-b29112947045,Coretta Beardsell,5,Videogame,50,14,Entretainment,76-3970586,Confirmed,07005,,,
434,30/12/2023,Retail,Madrid,cff9ccb2-513f-4734-a681-b9c5724b7779,Hart Suggate,10,Clothes,25.99,15,,23-9872075,Confirmed,28012,,,
435,14/12/2023,Retail,Madrid,a23a354b-abf0-4638-86ed-58374b62f245,Patricio Nuccitelli,7,CD,40,5,Entretainment,53-1342664,Confirmed,28012,,,
436,30/11/2023,Retail,Barcelona,e2f00e68-0eba-4f45-9f96-6bff02bc125b,Benoite Eakens,10,Clothes,25.99,1,Clothes,22-3963701,On-Site,08025,,,
437,12/09/2023,Retail,,33536f3d-19b4-4a89-ac17-792ee773c208,Allyn Caldera,10,Clothes,25.99,8,Clothes,96-8251230,On-Site,,,,
438,15/11/2023,Retail,Madrid,6621a08f-41ac-45f1-a1fe-34846129b316,Avrit Ludl,3,Phone,630.75,14,Technology,83-1579039,Confirmed,28012,,,
439,01/04/2023,Retail,Madrid,e8f0d48a-efc1-4578-9129-a2e5f6a87cc9,Jaquelyn Sally,7,CD,40,11,Entretainment,84-9118047,Delivered,28012,,,
440,11/12/2023,Retail,Valencia,672ec674-5f9a-45e4-8de5-cb4a6817b49e,Bertrand Hellwich,10,Clothes,25.99,7,Clothes,12-9348889,On-Site,46007,,,
441,14/11/2023,Retail,Sevilla,cbe0f4c0-6773-48c4-9b00-a4bbccbf73ca,Meredith Measor,10,Clothes,25.99,12,Clothes,39-9430059,,41011,,,
442,14/10/2023,Retail,Barcelona,9ecd22a2-4357-4e75-b695-d58ce6919931,Morgun Kharchinski,9,Drinks,5.5,7,Food & Drinks,92-2348100,On-Site,08025,,,
443,31/03/2023,Retail,Sevilla,b6ac7ff2-f3ff-4ab6-8578-18b123fb63e8,Dmitri Di Boldi,1,TV,532.9,5,Technology,83-7724352,On-Site,41011,,,
444,12/07/2023,Retail,Barcelona,990e6030-25fc-42c1-bba4-b4d37a7f6a9d,,3,Phone,630.75,4,Technology,40-2988588,On-Site,08025,,,
445,12/11/2023,Retail,Madrid,79a67554-b7e7-4a49-87f2-ec72c0cdb75d,Etta Crisford,10,Clothes,25.99,7,,59-8989016,On-Site,28012,,,
446,27/08/2023,Retail,Sevilla,,Cindra Leades,7,CD,40,14,Entretainment,97-8097077,Shipped,41011,,,
447,29/08/2023,Retail,Sevilla,87509394-45fb-4a40-8997-4696eed97c2d,Annadiana Haliday,6,Board Game,23.99,3,Entretainment,23-1640664,Delivered,41011,,,
448,11/01/2023,Retail,Barcelona,,Robyn McBlain,2,Headphones,90,15,Technology,03-2372340,,08025,,,
449,22/08/2023,Retail,Madrid,c68b6985-bcb1-4226-8cc5-a658e1dfe35a,Herman Emblem,10,Clothes,25.99,1,Clothes,34-9781594,Shipped,28012,,,
450,28/01/2023,Retail,Madrid,c7d8788b-2cfc-49ad-958e-7e1d57755068,Anatole Granger,3,Phone,630.75,9,Technology,37-4527565,Delivered,28012,,,
451,02/01/2023,Retail,Madrid,31ee64b2-cf5a-4e23-9acd-a64218b490d0,Renato Beeble,10,Clothes,25.99,12,Clothes,10-2692530,Confirmed,28012,,,
452,10/02/2023,Retail,,14668da9-6128-4b83-81b6-18ea2cba8f9d,Orsola Dwight,2,Headphones,90,8,Technology,,On-Site,,,,
453,15/05/2023,Retail,Sevilla,6f7719c8-09a6-4109-86e5-7d51530afbc4,Jereme Fishe,6,Board Game,23.99,7,Entretainment,68-5538627,Shipped,41011,,,
454,19/02/2023,Retail,Barcelona,4b135461-6e2e-450a-b383-12d4cb213ddd,,10,Clothes,25.99,12,Clothes,13-1905478,On-Site,08025,,,
455,09/12/2023,Retail,Sevilla,8a81ba56-b8de-4b83-885c-be17fbdee371,Faye Effnert,5,Videogame,50,3,Entretainment,46-7580879,Confirmed,41011,,,
456,06/12/2023,Retail,Madrid,57c2b7ff-b6d8-47df-aed3-330ca9eaa08d,Ainslie Nowakowski,10,Clothes,25.99,14,Clothes,70-5777891,,28012,,,
457,29/03/2023,Retail,Madrid,865eca2a-2a98-4d36-8541-b766abcc281b,Claus O'Downe,2,Headphones,90,13,,91-7612126,Delivered,28012,,,
458,11/10/1923,Retail,Barcelona,8183fba3-386b-42af-a8a4-5b9a719b5622,Sean Stubbley,8,Food,15.65,15,Food & Drinks,84-8195021,Confirmed,08025,,,
459,12/08/2023,Retail,Valencia,ebb831ac-f8fb-40e1-abd3-f81cb3c2a95c,Cly Ashforth,7,CD,40,1,Entretainment,94-8776383,On-Site,46007,,,
460,15/06/2023,Retail,Sevilla,b77eba92-e33e-46a7-9bdc-424c39d74f4d,Laney Rodders,9,Drinks,5.5,8,Food & Drinks,10-3772156,On-Site,41011,,,
461,10/09/2023,Retail,Barcelona,717c52c2-a909-4a42-afac-0873a74eb98f,Averyl Angrock,7,CD,40,3,Entretainment,86-9720859,Confirmed,08025,,,
462,09/08/2023,Retail,Barcelona,d57a828f-d39b-4c29-9b7e-e960d1f6efd4,Harley Manueli,3,Phone,630.75,2,Technology,94-0930931,,08025,,,
463,20/04/2023,Retail,Sevilla,9a1f7c2b-d213-457e-9fd0-7ef95c2cfacf,Jenifer Kuhle,9,Drinks,5.5,12,Food & Drinks,98-4463100,Shipped,41011,,,
464,13/06/2023,Retail,Sevilla,c0859038-84e6-4326-80b4-ef4f17b22652,Paco Woodhall,5,Videogame,50,2,Entretainment,32-6887642,Delivered,41011,,,
465,27/05/2023,Retail,Valencia,,Osmund Duthy,10,Clothes,25.99,5,Clothes,57-7179102,Confirmed,46007,,,
466,19/02/2023,Retail,,7a454006-6920-4005-8e78-b3bc5c5777a7,Edi Dipple,6,Board Game,23.99,12,Entretainment,55-7115355,Confirmed,,,,
467,04/12/2023,Retail,Madrid,cc84cac4-8f92-4b7f-8805-0344b173762b,Abbey Flaonier,10,Clothes,25.99,9,Clothes,58-1350502,Shipped,28012,,,
468,26/04/2023,Retail,Barcelona,e7c7d1cb-d13b-422d-a310-40dc58fbca25,Dene Gliddon,3,Phone,630.75,4,Technology,77-9041459,,08025,,,
469,07/06/2023,Retail,Madrid,,Rosemaria Armin,10,Clothes,25.99,7,Clothes,56-2494880,Delivered,28012,,,
470,25/05/2023,Retail,Barcelona,1cdfe072-e2ff-4874-a68b-3828f415aacf,Tedman Meni,4,Computer,1503.5,2,Technology,01-6643575,Confirmed,08025,,,
471,07/12/2023,Retail,Barcelona,b51fd66c-559f-4341-b158-0eadaf2ef525,Abie Dymidowicz,10,Clothes,25.99,5,Clothes,62-7001405,On-Site,08025,,,
472,24/10/2023,Retail,Madrid,81cbcd43-7744-45fe-827b-8c6e630b3722,Emmi Gamlyn,10,Clothes,25.99,10,Clothes,99-4812833,Delivered,28012,,,
473,20/08/2023,Retail,Barcelona,ce62ecc1-b8b1-45b2-8493-6db1caddf730,Eduino Kleinhausen,4,Computer,1503.5,4,Technology,14-9482377,Confirmed,08025,,,
474,26/01/2023,Retail,Valencia,33c1ffa1-717c-4e87-8b77-ff4720f2e75b,Bent Montier,3,Phone,630.75,4,Technology,76-6531180,Delivered,46007,,,
475,18/06/2023,Retail,Barcelona,d42fd615-ad07-4fc6-9391-0f540064c215,Emery Bodker,7,CD,40,10,Entretainment,24-4730026,Confirmed,08025,,,
476,19/05/2023,Retail,Madrid,0048a5d9-13d8-45db-85bf-a011e15347a9,Edd Cliss,8,Food,15.65,7,Food & Drinks,,Delivered,28012,,,
